slug,patreon_url,keywords_count,keywords_found,Graphtreon,Name,Category,Patrons,Earnings,Range,Is Nsfw,Facebook Likes,Twitter Followers,Youtube Subscribers,Youtube Videos,Youtube Views
ConnerHabib,https://www.patreon.com/ConnerHabib/overview,1,journalist,https://graphtreon.com/creator/ConnerHabib,Conner Habib,Podcasts,186,,month,0,,43908,1773,39,91755
ModerateRebels,https://www.patreon.com/ModerateRebels/overview,3,journalist;reporter;reporting,https://graphtreon.com/creator/ModerateRebels,Max Blumenthal and Ben Norton,Podcasts,187,,month,0,791,1958,1220,19,27079
comicsreporter,https://www.patreon.com/comicsreporter/overview,4,journalism;reporter;reporting;investigative,https://graphtreon.com/creator/comicsreporter,Tom Spurgeon,Comics,187,499.98,month,0,,18975,13,36,3456
irm,https://www.patreon.com/irm/overview,2,journalism;investigative,https://graphtreon.com/creator/irm,"Inte rasist, men",Podcasts,182,813.88,month,0,213551,39980,,,
approvednews6,https://www.patreon.com/approvednews6/overview,2,journalism;reporter,https://graphtreon.com/creator/approvednews6,Summer Hale,,183,1881.01,month,0,,936,,,
abeldanger,https://www.patreon.com/abeldanger/overview,1,investigation,https://graphtreon.com/creator/abeldanger,Abel Danger,,173,,month,0,423,12335,40790,933,4230139
kelliintheraw,https://www.patreon.com/kelliintheraw/overview,1,journalist,https://graphtreon.com/creator/kelliintheraw,Kelli In The Raw,Video,171,,month,0,,1013,86820,920,13233676
micasaessucasa,https://www.patreon.com/micasaessucasa/overview,1,journalist,https://graphtreon.com/creator/micasaessucasa,Mi Casa Es Su Casa - With Niko House,Video,176,527.65,month,0,10575,7142,8361,530,722327
blackwall,https://www.patreon.com/blackwall/overview,1,journalist,https://graphtreon.com/creator/blackwall,Blackwall,Adult Writing,173,281.36,story,1,,,,,
LewSpears,https://www.patreon.com/LewSpears/overview,2,journalism;journalist,https://graphtreon.com/creator/LewSpears,Lewis Spears,Video,145,855.83,month,0,114344,13329,176081,177,14622588
psymposia,https://www.patreon.com/psymposia/overview,3,journalism;investigative;investigation,https://graphtreon.com/creator/psymposia,Psymposia,Magazine,165,734.55,month,0,10983,5145,2693,42,219605
sickandwrong,https://www.patreon.com/sickandwrong/overview,1,reporting,https://graphtreon.com/creator/sickandwrong,Sick and Wrong Podcast,Crafts & DIY,160,1111.34,month,0,5223,,650,78,235299
the562,https://www.patreon.com/the562/overview,1,journalism,https://graphtreon.com/creator/the562,The562.org,,157,,month,0,1045,9234,16135,3005,14095125
CitizensInvestigativeReport,https://www.patreon.com/CitizensInvestigativeReport/overview,2,reporting;investigative,https://graphtreon.com/creator/CitizensInvestigativeReport,Katie G.,Video,161,,month,0,670,2572,31623,124,2774009
harborroundup,https://www.patreon.com/harborroundup/overview,1,journalist,https://graphtreon.com/creator/harborroundup,Hillary Harbor,Video,159,,month,0,,417,0,0,0
fansplaining,https://www.patreon.com/fansplaining/overview,2,journalism;journalist,https://graphtreon.com/creator/fansplaining,Fansplaining,Podcasts,152,492.78,month,0,275,1630,0,1,273
MintPressNews,https://www.patreon.com/MintPressNews/overview,4,journalism;reporting;investigative;investigation,https://graphtreon.com/creator/MintPressNews,MPN,Video,152,,month,0,395490,38375,7585,175,681732
theHBchannel,https://www.patreon.com/theHBchannel/overview,1,journalist,https://graphtreon.com/creator/theHBchannel,The Hans Beekhuyzen Channel,Video,156,,month,0,,687,22047,159,2482135
xenijardin,https://www.patreon.com/xenijardin/overview,1,journalist,https://graphtreon.com/creator/xenijardin,Xeni Jardin,Video,153,963.76,month,0,777942,135355,,,
oliverjanich,https://www.patreon.com/oliverjanich/overview,2,journalist;investigative,https://graphtreon.com/creator/oliverjanich,Oliver Janich,Video,155,371.84,month,0,,4737,46885,323,13704352
ionacraig,https://www.patreon.com/ionacraig/overview,5,journalism;journalist;reporter;reporting;investigative,https://graphtreon.com/creator/ionacraig,Iona Craig,Video,153,1888.28,month,0,,59032,,,
spiritstudios,https://www.patreon.com/spiritstudios/overview,1,journalist,https://graphtreon.com/creator/spiritstudios,Spirit Studios,Crafts & DIY,149,1229.23,month,0,12176021,52142,714066,91,45891633
unauthorizeddisclosure,https://www.patreon.com/unauthorizeddisclosure/overview,2,journalism;journalist,https://graphtreon.com/creator/unauthorizeddisclosure,Rania Khalek and Kevin Gosztola,Podcasts,157,,month,0,828,3576,,,
gwern,https://www.patreon.com/gwern/overview,1,investigation,https://graphtreon.com/creator/gwern,Gwern Branwen,Writing,151,702.7,month,0,,8364,,,
radiodetectives,https://www.patreon.com/radiodetectives/overview,1,investigation,https://graphtreon.com/creator/radiodetectives,Adam Graham,Podcasts,150,817.05,month,0,6436,981,,,
TalkNerdy,https://www.patreon.com/TalkNerdy/overview,1,journalist,https://graphtreon.com/creator/TalkNerdy,Cara Santa Maria,Podcasts,150,,EPISODE,0,63225,,,,
truepundit,https://www.patreon.com/truepundit/overview,4,journalism;journalist;reporter;investigative,https://graphtreon.com/creator/truepundit,True Pundit,Video,145,,month,0,8689,75050,,,
samwallman,https://www.patreon.com/samwallman/overview,1,journalism,https://graphtreon.com/creator/samwallman,sam wallman,Comics,146,,month,0,,1163,,,
p1podcast,https://www.patreon.com/p1podcast/overview,2,journalism;journalist,https://graphtreon.com/creator/p1podcast,Player One Podcast,Games,150,482.42,month,0,445,2635,1240,236,126896
geetadayal,https://www.patreon.com/geetadayal/overview,2,journalism;journalist,https://graphtreon.com/creator/geetadayal,Geeta Dayal,Music,148,770.36,month,0,,11809,,,
Guerillacricket,https://www.patreon.com/Guerillacricket/overview,1,journalist,https://graphtreon.com/creator/Guerillacricket,Guerilla Cricket,Video,145,1291.75,month,0,,9441,2060,83,118587
alternativlos,https://www.patreon.com/alternativlos/overview,1,journalist,https://graphtreon.com/creator/alternativlos,Alternativlos,Podcasts,149,212.63,month,0,,13546,,,
jennfrank,https://www.patreon.com/jennfrank/overview,1,journalism,https://graphtreon.com/creator/jennfrank,Jenn Frank,Adult Writing,149,679.95,"thing, but I'll only have, at most, one paid thing per month",1,,3000,3196008,329,275329920
slopesgameroom,https://www.patreon.com/slopesgameroom/overview,1,reporter,https://graphtreon.com/creator/slopesgameroom,Slope's Game Room,Video,142,605.79,month,0,656,18190,73940,226,6107724
Jupiter_Hadley,https://www.patreon.com/Jupiter_Hadley/overview,1,journalist,https://graphtreon.com/creator/Jupiter_Hadley,Jupiter Hadley,Games,143,275.61,month,0,,8451,5238,3431,722528
JaneGilmore,https://www.patreon.com/JaneGilmore/overview,2,journalism;journalist,https://graphtreon.com/creator/JaneGilmore,Jane Gilmore - FixedIt!,,144,,month,0,7331,,25058,1828,2742808
adipositivity,https://www.patreon.com/adipositivity/overview,1,reporting,https://graphtreon.com/creator/adipositivity,The Adipositivity Project,Adult Photography,141,,month,1,24341,,,,
TheHysteriaContinues,https://www.patreon.com/TheHysteriaContinues/overview,1,journalist,https://graphtreon.com/creator/TheHysteriaContinues,The Hysteria Continues,Video,141,,The Hysteria Continues,0,,656,289,110,20647
kristinekathrynrusch,https://www.patreon.com/kristinekathrynrusch/overview,1,reporting,https://graphtreon.com/creator/kristinekathrynrusch,Kristine Kathryn Rusch,Writing,143,500.58,month,0,232,5441,,,
zddk,https://www.patreon.com/zddk/overview,2,journalism;journalist,https://graphtreon.com/creator/zddk,Mimikama & Zuerst denken - dann klicken -,,141,,month,0,694641,11961,1432,85,202054
LoraOBrien,https://www.patreon.com/LoraOBrien/overview,3,journalism;journalist;reporting,https://graphtreon.com/creator/LoraOBrien,Lora O'Brien,Video,139,,month,0,3670,951,217647,413,64191084
kittystryker,https://www.patreon.com/kittystryker/overview,1,journalism,https://graphtreon.com/creator/kittystryker,Kitty Stryker,Writing,137,1331.97,month,0,,12771,,,
mmaoutsiders,https://www.patreon.com/mmaoutsiders/overview,1,journalist,https://graphtreon.com/creator/mmaoutsiders,Jeff Sherwood and Josh Gross,Podcasts,137,391.65,month,0,,,,,
LiamRobertson,https://www.patreon.com/LiamRobertson/overview,2,reporting;investigative,https://graphtreon.com/creator/LiamRobertson,Liam Robertson,Games,130,,month,0,,15575,43605,68,3803854
charlesgaba,https://www.patreon.com/charlesgaba/overview,1,reporting,https://graphtreon.com/creator/charlesgaba,Charles Gaba,Writing,135,,month,0,,26116,43,8,11522
jasonlanierphotography,https://www.patreon.com/jasonlanierphotography/overview,1,journalism,https://graphtreon.com/creator/jasonlanierphotography,Jason Lanier,Video,128,3179.6,month,0,,4384,247962,543,30285990
alonlevy,https://www.patreon.com/alonlevy/overview,1,reporting,https://graphtreon.com/creator/alonlevy,Alon Levy,Writing,136,777.03,month,0,,4572,,,
Blackamazon,https://www.patreon.com/Blackamazon/overview,1,journalism,https://graphtreon.com/creator/Blackamazon,Sydette (Blackamazon),Writing,134,,month,0,,,,,
tarotpolitics,https://www.patreon.com/tarotpolitics/overview,1,investigation,https://graphtreon.com/creator/tarotpolitics,Tarot Politics,Video,128,,month,0,,,3332,214,800797
BrendonCulliton,https://www.patreon.com/BrendonCulliton/overview,2,journalism;journalist,https://graphtreon.com/creator/BrendonCulliton,Brendon 'Wolf-Shield' Culliton,Video,119,679.09,month,0,,1040,9558,736,1013874
tumblepodcast,https://www.patreon.com/tumblepodcast/overview,1,journalist,https://graphtreon.com/creator/tumblepodcast,Tumble Science Podcast for Kids,Podcasts,126,548.9,month,0,1761,1046,66,9,1140
parquetpost,https://www.patreon.com/parquetpost/overview,1,reporter,https://graphtreon.com/creator/parquetpost,Ben Rohrbach,Dance & Theater,128,,month,0,,,1306,329,8886924
BrittanyPettibone,https://www.patreon.com/BrittanyPettibone/overview,1,journalism,https://graphtreon.com/creator/BrittanyPettibone,Brittany Pettibone,,129,847.5,month,0,,136477,78382,101,3883806
jamiepeck,https://www.patreon.com/jamiepeck/overview,1,journalist,https://graphtreon.com/creator/jamiepeck,Jamie Peck,Writing,128,,month,0,,6194,269624,10016,117415376
shmuplations,https://www.patreon.com/shmuplations/overview,1,journalist,https://graphtreon.com/creator/shmuplations,shmuplations.com,Games,127,,translation,0,306,3083,,,
wwp,https://www.patreon.com/wwp/overview,1,reporting,https://graphtreon.com/creator/wwp,Workers World Party,Photography,129,1715.62,month,0,7985,9367,,,
lifttheveil,https://www.patreon.com/lifttheveil/overview,2,journalism;journalist,https://graphtreon.com/creator/lifttheveil,Nathan Stolpman,Video,124,522.96,month,0,815,2280,37150,152,1818910
cjwerleman,https://www.patreon.com/cjwerleman/overview,3,journalism;journalist;investigation,https://graphtreon.com/creator/cjwerleman,CJ Werleman,Video,123,,month,0,54558,77797,,,
newsfromnowhere,https://www.patreon.com/newsfromnowhere/overview,2,journalist;reporting,https://graphtreon.com/creator/newsfromnowhere,Corey Pein,Video,125,,month,0,,5169,,,
promisedpodcast,https://www.patreon.com/promisedpodcast/overview,2,journalism;journalist,https://graphtreon.com/creator/promisedpodcast,The Promised Podcast,Podcasts,123,,month,0,2987,,,,
claireconnelly,https://www.patreon.com/claireconnelly/overview,3,journalism;journalist;reporting,https://graphtreon.com/creator/claireconnelly,Claire Connelly,,121,,month,0,,241,,,
combin_ation,https://www.patreon.com/combin_ation/overview,2,reporter;investigation,https://graphtreon.com/creator/combin_ation,Combin Ation,Adult Games,114,1026.05,month,1,,,,,
uktech,https://www.patreon.com/uktech/overview,1,journalist,https://graphtreon.com/creator/uktech,Nate Lanxon,Podcasts,121,272.16,episode,0,,561,,,
sonicether,https://www.patreon.com/sonicether/overview,1,reporting,https://graphtreon.com/creator/sonicether,Sonic Ether,Video,118,600.07,month,0,38490,4299,4737,8,1053074
robertjsawyer,https://www.patreon.com/robertjsawyer/overview,1,reporting,https://graphtreon.com/creator/robertjsawyer,Robert J. Sawyer,Writing,124,779.53,month,0,,12167,,,
mrmattyplays,https://www.patreon.com/mrmattyplays/overview,1,reporting,https://graphtreon.com/creator/mrmattyplays,MrMattyPlays,Games,115,567.03,month,0,9968,,323856,2003,104717814
bogiperson,https://www.patreon.com/bogiperson/overview,1,investigation,https://graphtreon.com/creator/bogiperson,Bogi TakÌÁcs,Writing,120,330.69,month,0,,4028,,,
andrewstafford,https://www.patreon.com/andrewstafford/overview,1,journalism,https://graphtreon.com/creator/andrewstafford,Andrew Stafford,Writing,121,,month,0,,4063,,,
KylieFlavell,https://www.patreon.com/KylieFlavell/overview,1,journalist,https://graphtreon.com/creator/KylieFlavell,Kylie Flavell,Video,116,1341.5,month,0,,,38568,60,3398120
northendwaterfront,https://www.patreon.com/northendwaterfront/overview,1,reporter,https://graphtreon.com/creator/northendwaterfront,NorthEndWaterfront.com,Video,120,816.91,month,0,4624,5246,364,932,511073
peterkofod,https://www.patreon.com/peterkofod/overview,1,journalist,https://graphtreon.com/creator/peterkofod,Peter Kofod,Writing,116,1094.59,month,0,,4815,76,12,5990
OffPanel,https://www.patreon.com/OffPanel/overview,1,journalism,https://graphtreon.com/creator/OffPanel,Off Panel (SKTCHD),Comics,124,382.74,month,0,695,2896,,,
inessaS,https://www.patreon.com/inessaS/overview,1,journalist,https://graphtreon.com/creator/inessaS,Inessa S,Video,116,,month,0,,,91030,160,52786081
fleccas,https://www.patreon.com/fleccas/overview,1,journalism,https://graphtreon.com/creator/fleccas,FLECCAS TALKS,Video,110,693.35,month,0,38450,58032,143980,30,10036430
themiddlegroundsg,https://www.patreon.com/themiddlegroundsg/overview,3,journalism;journalist;reporting,https://graphtreon.com/creator/themiddlegroundsg,The Middle Ground,,106,990.11,month,0,60678,4650,61,57,55919
torontoist,https://www.patreon.com/torontoist/overview,3,journalism;reporting;investigative,https://graphtreon.com/creator/torontoist,Torontoist,Magazine,114,506.04,month,0,55730,342079,,,
ranttnews,https://www.patreon.com/ranttnews/overview,2,journalism;investigative,https://graphtreon.com/creator/ranttnews,Rantt Media,,111,,month,0,2195,69203,,,
tcarmody,https://www.patreon.com/tcarmody/overview,2,journalism;reporter,https://graphtreon.com/creator/tcarmody,Tim Carmody,Writing,115,710.07,month,0,,23478,,,
coolerist,https://www.patreon.com/coolerist/overview,1,journalist,https://graphtreon.com/creator/coolerist,Coolerist,Adult Games,99,536.95,month,1,1042,215,28295,750,4153325
thinairpodcast,https://www.patreon.com/thinairpodcast/overview,1,investigative,https://graphtreon.com/creator/thinairpodcast,Thin Air Podcast,Podcasts,115,621.9,month,0,4222,,283,40,11993
trailseeker,https://www.patreon.com/trailseeker/overview,1,investigation,https://graphtreon.com/creator/trailseeker,EN WORLD TRAILSEEKER,Games,112,219.08,article,0,,18489,,,
Wolven,https://www.patreon.com/Wolven/overview,1,investigation,https://graphtreon.com/creator/Wolven,Damien,Writing,113,317.01,month,0,,3882,,,
howardrheingold,https://www.patreon.com/howardrheingold/overview,2,journalism;investigative,https://graphtreon.com/creator/howardrheingold,Howard Rheingold,Video,114,804.55,month,0,,40972,964,99,126017
wxdam,https://www.patreon.com/wxdam/overview,2,journalism;reporter,https://graphtreon.com/creator/wxdam,Dennis Mersereau,Writing,111,,month,0,4574,8995,,,
thevictorypress,https://www.patreon.com/thevictorypress/overview,1,journalist,https://graphtreon.com/creator/thevictorypress,The Victory Press,Writing,109,606.94,month,0,,1356,,,
adeolafayehun,https://www.patreon.com/adeolafayehun/overview,1,journalist,https://graphtreon.com/creator/adeolafayehun,Adeola Fayehun,Comics,106,,month,0,356971,37799,120465,756,21732316
kiri,https://www.patreon.com/kiri/overview,1,investigation,https://graphtreon.com/creator/kiri,Kiri Callaghan,Music,107,1277.19,month,0,,4490,5640,476,668899
ericholthaus,https://www.patreon.com/ericholthaus/overview,2,journalism;reporting,https://graphtreon.com/creator/ericholthaus,Eric Holthaus,Podcasts,109,529.66,month,0,,445499,,,
unresolvedpod,https://www.patreon.com/unresolvedpod/overview,2,investigative;investigation,https://graphtreon.com/creator/unresolvedpod,Unresolved,Podcasts,102,347.63,month,0,2229,4831,4850,52,368198
susie,https://www.patreon.com/susie/overview,2,journalism;reporter,https://graphtreon.com/creator/susie,Susie Cagle,Animation,109,508.18,month,0,,19203,,,
Torte,https://www.patreon.com/Torte/overview,1,journalist,https://graphtreon.com/creator/Torte,Torte de Lini,Games,107,,month,0,,4829,,,
akamikeb,https://www.patreon.com/akamikeb/overview,1,journalism,https://graphtreon.com/creator/akamikeb,Mike B,Video,106,1024.66,month,0,,16682,55144,1701,20527087
radiotalbot,https://www.patreon.com/radiotalbot/overview,1,journalist,https://graphtreon.com/creator/radiotalbot,Denis Talbot,Video,105,,month,0,8677,26804,150,166,31256
dick_nixon,https://www.patreon.com/dick_nixon/overview,1,journalism,https://graphtreon.com/creator/dick_nixon,@dick_nixon,Writing,108,,month,0,,45528,,,
butac,https://www.patreon.com/butac/overview,1,journalism,https://graphtreon.com/creator/butac,Bufale un tanto al chilo,Writing,103,,month,0,136108,10292,24,4,2489
